title,plays
Entrevista a Juliococo por Caterina Valentino el 11 de Mayo 2017 en Contigo en La Romántica 88.9 FM,3
Teatro Radio - PRESIDIO en Córdoba,3
Paso Jorge Marrale por el #CaféConSietecase,3
La Zurda Mágica - Entrevista a Carolina García de Mujeres en Acción,3
Alonso del Rio en Gente Sexy,3
Los cuentos de Lorenita. 4/5/17,3
Los foristas por Fernando Balmayor - Black and toc - 11/05/2017,3
,3
Juli desde Sevilla en Su atención por favor ,3
"""Con Kirchner nos conocimos peleándonos"", Guillermo Moreno a Víctor Hugo sobre su libro - AM 750",3
La desgarradora infancia de Macri,3
"Soriani:""La mayoría de los que fuimos capturados seguimos comprometidos en buscar un país mejor""",3
La felicidad de Macri,3
,3
"[#ElLobby] Entrevista a Rubén Lo Vuolo, economista y director del CIEPP",3
Buen Provecho con Thays Peñalver y Francisco Olivares (23 Nov 2016),3
Alejandro Dolina en La Inmensa Minoría @negrodolina   @sietecase,3
"POR QUE EL ""APURO"" POR LA LEY DE GANANCIAS",3
Editorial JPV: Como se aceptan las historias en base a lo que uno desea creer.,3
DANIEL SANTORO en el Holograma y la Anchoa,3
#BlackAndToc 13/11/2017 - El Diario de la Garba - #RCV899,3
"Marcela Feudale: ""En la vida hay que saber elegir... si te dejan""",3
"Leandro Santoro: ""La única que tiene la chance de romper el esquema argumental del gobierno es CFK""",3
Rifel Viviana Gibelli ,3
,3
"#YAQPA - Entrevista a Verónica Schoj, Directora de Promoción de la Salud y Control de Enfermedades",3
Italia quedo fuera del Mundial Rusia 2018 y llaman a Graziella e Alberto en Roma,3
,3
"EDITORIAL - Leonardo Greco: ""2x1=Cambiemos"" - Veni Cuando Quieras - Radio del Plata",3
Black and toc 115/08/2016 - Juli Schulkin @eltuitdejuli #ForoCyberSeguridad #Ransomware @ESETLA -,3
[#ElLobby] Entrevista a Martín Balza,3
Macri quiere modificar la Ley de Salud Mental #LaMañana @VíctorHugo @RadioAM750,3
Preguntas que no tienen respuesta,3
En Nadar De Noche charlamos con Tomas Perez Vizzon por su nota en Revista Anfibia. #PoneleEmojiATodo,3
Gurus Linea Caliente,3
 Dante Palma-No estoy solo-ENTREVISTA:Fernando Esteche Programa Nº 19 14/05/2017 ,3
Entrevista al actor Walter Donado,3
,3
Alfredo Zaiat: El gobierno se equivocó en el diagnóstico de la inflación y persiste en su error,3
Editorial- El Mediodía De Del Plata- Radio del Plata,3
#Superclásico GOL DE DRIUSSI  #Boca 1 vs #River 3 - RELATA VICTOR HUGO,3
flexibilizacion laboral historico,3
"Felipe SOLÁ: ""Hay pretensiones empresariales que hoy no pueden pasar en la reforma laboral""",3
,3
Mate club,3
¿Que va a pasar con el Cine El Plata?,3
Ley de alquileres,3
dia de la mentira,3
,3
"Capitanich en #LaGarcia ""Debemos defender territorio, defender a nuestra gente""",3
Facundo D'Elía sobre el injustificado cierre de ANSES en Tolhuin,3
"Pablo Moyano: ""El Presidente y el ministro Triaca son mentirosos, no creo en este acuerdo"".         ",3
Patricio Loustau,3
Entrevista a César Brie en Solo de noche,3
"MIRANDA: ""NO HAY CHANCE ALGUNA DE QUE RUBEN SE VAYA DE CENTRAL""",3
Secretario de CECIN Eduardo Di Fini ,3
"""Lo que dijo mi padre públicamente se lo dijo a Macri en persona hace dos meses"", @MarcoLavagna     ",3
,3
,3
Carlos Heller reunión con representantes de cooperativas por avance sobre reforma tributaria,3
,3
Laboratorio del Disfrute de la Universidad de Palermo,3
Sanguchito bossio analizado por La mañana con Victor Hugo AM750,3
"""Vamos a un corralito independientemente de que reduzcan el dèficit fiscal o no.""",3
Charla-Daniel LÓPEZ ROSETTI (médico especialista en Clínica Médica y medicina del stress),3
"Eduardo Dvorkin: ""La ciencia que pueda tener o no un país, se relaciona con el proyecto nacional""",3
,3
"Alessandra MINNICELLI: ""De Vido va a dormir tranquilo cuando la justicia realmente haga justicia""",3
,3
Entrevista a Juan Pablo Godoy Vélez,3
Adrian Stoppelman - El bono de fin de año - 24/11/2016 - La Mañana con Victor Hugo,3
Mauro Fernández en diálogo con LA BRÚJULA 24 FM 93.1,3
Agresión a Alfredo Casero en VIVO,3
#EntrevistaLU14 Moisés Solorza- Ex Sec. Gremial de Petroleros Jerárquicos en TDF.,3
Andrés Fassi  en @comotevaok,3
,3
Yamil Santoro,3
Jornada: Genocidio Indigena en Argentina,3
Fantino en La Red - 13-02/2017,3
"Bruno Bimbi Escritor y periodista. Autor del libro ""El Fin del Armario"" Militante LGBT",3
,3
mencion a cristo rey de lanus,3
El análisis de Caballero y Ottaviano sobre la situación económica y las próximas elecciones,3
"Lucre Ortiz presentó ""El Aguacero"" en Revuelto de Radio",3
Jesica Lores Prudential seguros,3
Chiodini en Esto es Racing,3
,3
24/11 parte 2,3
Alberto Lozano Diputado Provincial UCR #SantaCruz #ElMediador,3
"IngenieroWhite.com, programa del 16 de Noviembre de 2017",3
Cancion Evita Y Juan Peron,3
Columna de Política bonaerense con @sabcarrasco en @Dus1390 ,3
Luis Aguila de la Unidad Regional Sur de la Policía de #SantaCruz #ElMediador,3
"Estanislao / ""La Terraza Teatro""",3
"Estela Carlotto - Si @SalaMilagro está presa, @mauriciomacri también tendría que estar preso.- ",3
"El biógrafo por Harry Salvarry ""Kurt Cobain"" ",3
"Basura: ""En Río Ceballos tenemos 30 toneladas de residuos diarias y el 26% iba a ir a Cormecor"" ",3
Magallanes: Títulos del diario Pretérito Potencial y Consejo del día @araberamil,3
"Sergio Palazzo, Sec.Gral. La Bancaria. ""Si lo que querían era una guerra campal, la tienen""",3
Editorial de Roberto Caballero - Caballero De Día- Radio del Plata,3
Entrevista a Isabel Rauber acerca del ciclo progresista y la ofensiva neoliberal en América Latina,3
Guillermo Moreno con Jorge Rachid en Radio del Plata,3
,3
,3
El pueblo expresa quien es Luismi,3
,3
Natalia Vinelli | Medios Populares exigen pedido de informe al ENACOM por pagos adeudados de FOMECAS,3
Decreto Reglamentario de la Ley Nacional de Salud Mental N° 26657,3
El nuevo jefe de la Bonaerense integró comisaría donde fue desaparecido Miguel Brú. Opina Rosa Brú,3
#GUSIAN en @metromedio @ianveneno y @uncle_marvel sacan los trapitos al aire #GordosConChorizo,3
,3
Marcelo Larraquy presenta su libro Primavera Sangrienta,3
,3
,3
#HojaDeRuta - @cobairosario presenta la 16ª edición del Festival El Cruce en @galpondlamusica,3
#BlackAndToc 16/05/2017 - Programa -,3
Abuela Venezuela,3
,3
,3
Mengolini en el senado,3
Stoppelman y el Día Mundial de la Televisión,3
Separacion Fabián Cubero/Nicole Neumann - Black and toc - 16/05/2017,3
PMET Presupuesto para las Universidades,3
hernan cas,3
Silvina Giaganti - Las cosas se van con vos,3
Nota Julian Weich,3
,3
Gustavo Koenig | el lugar de la soberanía alimentaria en la era macrista,3
"Editorial Roberto Caballero: ""La Pesada Herencia China""",3
Horacio Tettamanti sobre la desaparición del submarino ARA-San Juan,3
Felipe Solá - Siempre es hoy - Radio Del Plata,3
,3
"""Impulsamos paro y movilización con 50 sindicatos contra este paquetazo anti-obrero"", @nestorpitrola",3
Editorial- El Mediodía De Del Plata- Radio del Plata,3
Dos caras de una misma Corea: Daniel Wizenberg y Julian Varsavsky y su reciente libro,3
" ""Existe otra iglesia, dentro de la iglesia""",3
Sergio Wischñevsky - Siempre Es Hoy - Radio del Plata,3
Damnificado de Bauen Pilay explica situación,3
"SORPRENDENTE: ""Hay una gran coherencia entre el Trump Presidente y el candidato""",3
Nuevo sistema de venta de entradas para el Torneo Intermedio,3
Semillitas del Sol en Imaginación es Poder - FM En Tránsito 93.9,3
"Fernando Vega nos presenta ""Líbranos del mal"", su nuevo libro de cuentos - Imaginación es Poder",3
"Julián Scher, autor de ""Los Desaparecidos de Racing"", en #TodoSigueIgual",3
Jóvenes y Memoria 2017 - Sandra Raggio en Imaginación es Poder - Fm En Tránsito 93.9,3
3 Empanadas - 17/05/2017,3
"""Decir si"" de Griselda Gambaro - Radioteatro en Imaginación es Poder - FM En Tránsito 93.9",3
Javier Milei #EconomiadeMiercoles @jmilei,3
Stella Calloni: El gobierno aprovecha un drama para justificar la presencia norteamericana.,3
,3
"#FederalB Carlos Paz, presidente de (@Velezsanramon) por @radiotrendtopic",3
#HistoriasDeGuerra en #HaganCorrerLaVoz,3
#BlackAndToc 22/11/2017 - @soyingridbeck #MuMaLá 1 mujer es asesinada cada 30 horas #RCV899,3
,3
"Joaquín Morales Solá, sobre el preacuerdo por la deuda del Correo Argentino, en ""Viale 910"" @AlertaO",3
Carrio se confunde,3
"Miguel Del Sel ""Mi paso por la política me dejó un gusto agridulce """,3
,3
Carrio se pronuncia sobre el CorreoGate ,3
"Nada del Otro Mundo - ""Serruchar la rama donde estamos sentados"" (editorial 17-05-17)",3
"María Itatí, esposa de Germán Suárez, uno de los tripulantes del #ARASanJuan",3
El colegio de abogados de BsAs y el caso Nisman,3
El ciclista / accidente / Galotti vs Pazos - Black and toc - 17/05/2017,3
Nicolas del Caño - Hablá Por Vos - Radio del Plata,3
#BlackAndToc 17/05/2017 - Programa -,3
#EntrevistaLU14 Juan Vásquez – Dip. electo por Santa Cruz.,3
#BlackAndToc 15/02/2017 - Programa -,3
#BlackAndToc 23/11/2017 - El Diario de la Garba  - #RCV899,3
 Pablo Makovsky sobre #RAPTO,3
Dimarco-Terrón-Demarco con Hecker y Ceresani,3
DESPEDIDA DE PEDRO ROSEMBLAT DE SIEMPRE ES HOY,3
"Daniel Rafecas "" Quieren removerme como juez por mis fallos. Es muy grave""",3
"""YO NO ODIO..POR QUE EL ODIO ES DE DERECHA""",3
23/11/17 parte 4,3
"Rafael Grossi: ""Una estación hidroacústica captó una anomalía por donde navegaba el ARA- SJ""",3
Oscar Laborde - El Mediodia De Del Plata - Radio del Plata,3
Sami Alonso sobre la gordofobia. ,3
,3
"""balance entre tristezas y alegrías""",3
,3
"#NotadeVida en ""La Casa Invita"" por AM750. Esta noche: Rafael Bielsa",3
Los veos del día en #DDLQV,3
"Joaquín de Balcarce, se gana las birras....y deja jugosas (?) declaraciones!! 23/11",3
Lulú en QLP #281,3
,3
,3
"QUE PRETENDE USTED DE MI - EL SIESTERO MAS PICANTE, CON MAX DELUPI - JUEVES 23 DE NOVIEMBRE",3
,3
Hechos y Derecho 23/11,3
ARA San Juan | Informe Especial de Radio Gráfica,3
Presupuesto militar,3
,3
"#AhoraSí | ☕️ Desayunamos con Lorena Almirón, Secretaria Adjunta de @ATERosario",3
"Damián Musto: ""Trato de superarme día a día"" - EN EL MEDIO",3
Con Aliverti: Qué hay detrás de Universidad Docente de Larreta? Susana Colli de Ademys ,3
Editorial de Débora @mabaires 25/11/17,3
Maria Susana Perrone en diálogo con LA BRÚJULA 24,3
M. E. Vidal,3
Miguel Cuberos Ex Secretario Turismo,3
"Federico Lamas hablando del estreno de ""The Raven"" en el CETC",3
,3
Cuento “Aprenderás”,3
pero no sale el solo,3
#NoticiasMegafón @EnioGarcia80 @SoberaniaSalud - #Vaciamiento de #Salud en #Acumar,3
#2HM Entrevista a Jorge Mercado,3
"Gustavo López: ""Las diferencias se resuelven discutiendo política o en las PASO, no descalificando""",3
ADRIAN SUAR RECUERDA A JUAN CARLOS MESA EN PERROS DE LA CALLE,3
Sergio Wischñevsky - Siempre Es Hoy - Radio del Plata,3
Cupula CGT,3
Version Rusa de la desaparición del Submarino Ara,3
Comentario revelador de Diego Della Sala (Genial),3
Paula Chaves habló en Agarrate Catalina,3
,3
,3
Valeria Álvarez sobre falta de vacantes en Desde el Barrio,3
Cambios en Jubilacion ,3
Entrevista a Fernando Muriel - Elecciones de Graduados en Derecho UBA,3
Magdalena Odarda - Rompiendo Moldes - Radio Del Plata,3
,3
Entrevista a George Chaya - Consultor - en Estado del Mundo,3
"Raúl Zaffaroni: ""Necesitamos un Estado fuerte en soberanía y no que sea fuerte en represión""",3
EMISION #315 - ¿QUÉ ES DE LA VIDA DE? HOY: HECTOR SCOTTA,3
,3
#Entrevista | @DominguezJul en #elrifleylagente en radio @rivadavia630 con el @riflevarela,3
creepy pasta,3
" ""Con su blanca palidez - El mejor tema, del mejor año, de la historia de la música popular""",3
"IMPERDIBLE !! ADRIAN STOPPELMAN, LE PONE HUMOR A LA PRESIDENCIA DE MACRI EN EL G20",3
Escuchá las #PromosDeLaSemana en AM910 #RadioLaRed,3
Humorista Politico,3
Daniel Hadad con Sietecase Primera Parte,3
Entrevista al músico tucumano Juan Quintero (15-5-2017),3
,3
,3
"Alberto Fernández: ""La reforma está ajustada a beneficiar empresarios y que el resto sobreviva""",3
Vintage Attack: 18 de Mayo,3
La venganza sera terrible - Jueves 18 de Mayo,3
Como se va llamar el grupo Indalo. Da que hablar ,3
,3
El Tren 29/11/17 Periodismo impuro,3
"""Esa vieja rivalidad entre Argentina y Brasil"", por Jonatan Viale, en ""Viale 910"" @AlertaO",3
#FederalA - Mauro Laspada (@deportivorocaOk) ) en @interiorfut por @radiotrendtopic,3
"Paulo Pimenta, diputado del P.T.: ""Temer està acorralado, su salida es inevitable""",3
"LEO FERNÁNDEZ AL HINCHA DE CENTRAL: ""JUGAREMOS EL CLÁSICO CON EL CORAZÓN EN LA MANO""",3
,3
La Mañana en AM750 - Miércoles 30 de Noviembre,3
El show de Fabián Danelli,3
¿Que dijo Macri sobre su gira?,3
Los vecinos denuncian la inseguridad zona Comisaría 8a Balvanera,3
Andate Onofre!,3
Miriam Lewin - Caballero de día - Radio Del Plata,3
Ing. Eduardo Santín sobre el cambio de fórmula para el haber jubilatorio,3
,3
Nicolás Massot,3
,3
rolon y el amor,3
Por qué los jubilados cobrarán menos: lo explica el contador Fernando Viera,3
Ismael Bermudez (Periodista) en #Novaresio910,3
"Ariel Torres:""Explico los trucos que utilizan los piratas informáticos para hackear tu mente""",3
Monotributo UBER,3
"El Sur No Espera:""Pensamos la unidad en la diversidad""",3
Bolsillo Real - Bolsillo Imposible,3
,3
Marcel Aguilera /El nuevo presidente de la Fulp y la realidad universitaria,3
chango en perros,3
Gabriel Torres en Pablo y a la bolsa 30-11-2017,3
Juan Grabois de CTEP en Majul910 - sobre muerte Rafael Nahuel,3
Sergio Rapisarda en @comotevaok,3
"""La TV es el fin de la opinión pública""",3
"#NoAlVotoElectrónico y #BoletaÚnicaPapelYA en ""Basta de todo""",3
Audios de Whatsapp,3
Audios de Whatsapp 1,3
"Pablo Biró: ""La movilización de ayer es una foto muy pequeña de una película enorme""",3
"Editorial ""Volver a las fuentes""",3
"Guillermo Maciel, gana las entradas para La Beriso en HCLV.....30/11",3
Alejandro Punjabi papá de alumno del ICEP #Educación #ElMediador,3
Juan Ojeda de la Parada de Taxis Malvinas Argentinas #Aumentos #RíoGallegos #ElMediador,3
José Ruíz Concejal de #PicoTruncado #ElMediador,3
#Informe LU14-Alicia Kirchner-Presentación nueva sala de tomografía-San Julian.,3
"Juan Carlos Cambas presenta ""Almas en el Viento"" en #CulturaAlDia #FMPalermo 94.7",3
"Municipalidad Lomas de Zamora, No va más, Noviembre",3
,3
Apertura de #OVDT - 30/11/17,3
Como es la Vaina ,3
" Punto Pé y LaChicharata, que se presentan este sábado en Guajira #CulturaCumbia",3
Marcelo Szczygol Secretario de Deportes de Rio Negro,3
Gran acompañamiento para la reapertura de La Casa del Queso,3
Luis Zamora expresa su solidaridad con los trabajadores de Radio del Plata ,3
Mario Sciacqua en diálogo con LA BRÚJULA 24,3
Gustavo Guaragna CEO de SNOOP CONSULTING - CEO del AÑO 2017,3
,3
,3
"Vanina Escudero con Yanina Latorre: ""Perdonaría un polvo, una relación de amor no""",3
Rolon en Perros de la Calle.... hablan sobre El Amor,3
,3
,3
"Editorial Ernesto Tenembaum - ""Ernesto Tenembaum y un duro knock out a Gabriela Michetti"" #RCV899",3
Nestor Saavedra - El Alargue Radio La Red,3
Entrevista de María O'Donnel a Débora Kozak sobre la reforma de los profesorados porteños,3
"ARA San Juan. Hipótesis y Cipayismo. Gabriel Fernández, Juan Salinas y Carlos Balmaceda.",3
"La Delegacion Ministerio de Cultura UPCN en Estado Joven, radio Cultura FM 97.9",3
Mensajes / Vegetarianos-Veganos - Black & Toc - 19/05/2017,3
"Despidos Masivos en Enacom ""La situación es angustiante"" Yara  Girotti  de @ATECapitalOk  ",3
,3
La nieta 126 y su abuela conversan con Sietecase,3
"Blanca Diaz de Garnier habla con Adriana, su nieta, la nieta 126.",3
#HojaDeRuta - Homenaje a Piturro Benassi por su Adiós,3
Editorial de Eduardo Aliverti en @MarcaDeRadio,3
Eduardo Aliverti - Editorial Marca de Radio - 20/05/2017,3
,3
#BlackAndToc 05/12/2017 - Programa - #RCV899,3
,3
Columna del Filósofo Dario Sztajnszrajber,3
,3
Black and toc 120/08/2016 - Programa -,3
,3
Nota a María Cappa en Tirando Paredes 1010AM,3
"El Gobierno no coloca en un lugar Central  a la Educación"" Dice Daniel Filmus",3
Brasil - Irán | Análisis internacional ,3
,3
"Furia Bebe, debate sobre las palabras de Cristina sobre feminismo",3
Hebe De Bonafini - Llega El Día - Radio del Plata,3
,3
,3
Audio sobre el clásico,3
Segundo audio sobre el clásico,3
#Entrevista Male y Martín [Proyecto La Educación en Movimiento] ,3
Bukkakeo al novio de Danila,3
Reclamos en #Lanús. Traslado de #Ioma y cierre de cooperadora de la escuela de #idiomas,3
,3
,3
CABALLERO PRESENTA EL MARCO DE LA CACERÍA ORDENADA POR BONADÍA ,3
Lo que tenés que hacer es tomar el poder,3
"OPINIÓN ROBERTO CABALLERO, ""DESDE LAS TRIPAS"", SOBRE LA CACERÍA DE OPOSITORES... ",3
Héctor Recalde sobre las detenciones ordenadas por Bonadío.,3
Nochebuena para todos y un aporte para quienes más lo necesitan,3
VH un grande,3
,3
"Jorge Elbaum: ""Bonadío fue apartado de la causa AMIA por encubrimiento.""",3
"Daniel Erbetta, presidente de la Corte Suprema de Justicia de la Provincia de Santa Fe",3
Móvil de LA BRÚJULA 24 FM 93.1,3
,3
".@Guillogo_ sobre la excarcelación de Magnacco: ""Me duele por la memoria de mi mamá""",3
 #LoQueElDíaNosDejó → El resumen diario de #DDLQV,3
MACRI ELIMINARÁ 450 SINDICATOS. Sólo una de las NOTICIAS TAPADAS por el nuevo ataque judicial a CFK,3
"Entrevista con Sergio Palazzo, titular de la Bancaria.",3
,3
Gabriela Rolona analizó la psiquis de los integrantes de @DDLQV,3
Gaston Gaudio en un Muy Mal Día,3
El Foristologo: Anita Pauls y Naiara Awada,3
3 Empanadas,3
Entrevista el Dr. Guillermo Blugerman de Centros B&S,3
La palabra del nuevo delegado de White,3
"Conferencia de prensa de Javier Fagetti, de H.I.J.O.S. San Rafael, por el asesinato de Elsa Sosa",3
Entrevista - Pablo Ramos (Escritor),3
Alfredo Grelak,3
Alejandro Punjabi | Papá de alumno del #ICEP #ElMediador,3
"Nora Cortiñas: ""Todos los días tenemos un golpe a los avances que tuvimos en derechos humanos""",3
,3
Claro What I,3
"@gabrielmerino1 / ""La pugna es por ver cómo quedará Brasil y la región frente a Estados Unidos""",3
,3
 Darío Rossignolo - Economista por impuesto a la las #Ganancias.- ,3
Elias Kranevitter,3
,3
El Puente con Leopoldo Moreau - Sábado 09/12/2017,3
Editorial Aliverti 9-12.17,3
[#ElLobby] Están pasando demasiadas cosas raras | Editorial de Alejandro Bercovich,3
Segundo programa de Todos en Cuero en Panamá.,3
#DejandoHuellas #Solidaridad x @charlienavarro,3
"Peter Capusotto, Rock y Peronismo. Por Pedro Saborido.",3
,3
,3
EDITORIAL FLAVIO AZZARO 22-05,3
Programa de @HablemosdeSL 22/05/2017,3
"#EmergenciaSocial | Daniel Menéndez desmintió cese de protestas sociales: ""Eso es una pavada""",3
